,maid,datetimestamp,latitude,longitude,homegeohash9,workgeohash,Home_Distance,Work_Distance
3691,0958ff46-6aae-4902-9f19-17a800e6c706,12/27/2023 21:20,-37.82102,144.95373,r1r0f6z6z,r1r0f6z,9.043383268,9.312456523
3692,0958ff46-6aae-4902-9f19-17a800e6c706,12/8/2023 16:36,-37.82145,144.95373,r1r0f6z6z,r1r0f6z,9.043383268,9.312456523
3849,09ba2cd8-eb7b-4660-a418-0622a1673093,12/29/2023 9:18,-27.67551,152.89754,r1r0fg8g8,r7hdwwh,7.994580121,1346.139402
3850,09ba2cd8-eb7b-4660-a418-0622a1673093,12/14/2023 23:54,-37.81711,144.96566,r1r0fg8g8,r7hdwwh,7.994580121,1346.139402
3851,09ba2cd8-eb7b-4660-a418-0622a1673093,12/23/2023 1:05,-37.81716,144.9656,r1r0fg8g8,r7hdwwh,7.994580121,1346.139402
3852,09ba2cd8-eb7b-4660-a418-0622a1673093,12/16/2023 5:10,-37.81704,144.96563,r1r0fg8g8,r7hdwwh,7.994580121,1346.139402
4037,0a26c587-cce0-485f-8742-c6183d31af0c,12/27/2023 14:05,-37.52963643,144.1738742,r1r0fywyw,r1r0fgc,7.856016325,7.57032453
4038,0a26c587-cce0-485f-8742-c6183d31af0c,12/22/2023 18:33,-37.82437654,144.9630451,r1r0fywyw,r1r0fgc,7.856016325,7.57032453
4039,0a26c587-cce0-485f-8742-c6183d31af0c,12/12/2023 14:22,-37.35132827,144.1406482,r1r0fywyw,r1r0fgc,7.856016325,7.57032453
4040,0a26c587-cce0-485f-8742-c6183d31af0c,12/16/2023 20:37,-37.47936345,144.1505413,r1r0fywyw,r1r0fgc,7.856016325,7.57032453
4045,0a29ddf3-0bc1-4be6-ba4b-3aaa41630ab0,12/9/2023 10:10,-37.83363,145.08892,r1r0v8d8d,r1r0v8d,2.998817696,3.046410674
4046,0a29ddf3-0bc1-4be6-ba4b-3aaa41630ab0,12/20/2023 18:14,-38.092055,145.347727,r1r0v8d8d,r1r0v8d,2.998817696,3.046410674
4047,0a29ddf3-0bc1-4be6-ba4b-3aaa41630ab0,12/3/2023 4:52,-37.84234,144.99729,r1r0v8d8d,r1r0v8d,2.998817696,3.046410674
4048,0a29ddf3-0bc1-4be6-ba4b-3aaa41630ab0,12/10/2023 16:38,-37.83377434,145.0887661,r1r0v8d8d,r1r0v8d,2.998817696,3.046410674
4049,0a2aa591-c33d-43bb-9eb2-cac5bed4067d,12/16/2023 15:51,-37.82284,145.08736,r1r0vd9d9,r1r0v6r,2.939911241,2.42065406
4050,0a2aa591-c33d-43bb-9eb2-cac5bed4067d,12/16/2023 19:38,-37.82282,145.0872,r1r0vd9d9,r1r0v6r,2.939911241,2.42065406
4051,0a2aa591-c33d-43bb-9eb2-cac5bed4067d,12/4/2023 5:56,-37.82298,145.08725,r1r0vd9d9,r1r0v6r,2.939911241,2.42065406
4052,0a2aa591-c33d-43bb-9eb2-cac5bed4067d,12/13/2023 1:51,-37.82293,145.08724,r1r0vd9d9,r1r0v6r,2.939911241,2.42065406
4101,0a4cb0f4-28af-44bd-a534-c80a1cba2296,12/9/2023 14:29,-37.82948179,145.0553074,r1r0ej4j4,r6vpuf1,7.214981253,1330.871903
4102,0a4cb0f4-28af-44bd-a534-c80a1cba2296,12/8/2023 3:04,-37.83021644,145.0554135,r1r0ej4j4,r6vpuf1,7.214981253,1330.871903
4103,0a4cb0f4-28af-44bd-a534-c80a1cba2296,12/11/2023 13:26,-37.82989066,145.0547274,r1r0ej4j4,r6vpuf1,7.214981253,1330.871903
4104,0a4cb0f4-28af-44bd-a534-c80a1cba2296,12/20/2023 19:55,-37.83047046,145.055842,r1r0ej4j4,r6vpuf1,7.214981253,1330.871903
4141,0a5dc782-c06b-4cbc-a26a-172316f0b161,12/21/2023 7:29,-37.82963543,145.0554352,r1r0mn3n3,r1r0mn3,6.693490231,6.829878666
4142,0a5dc782-c06b-4cbc-a26a-172316f0b161,12/3/2023 22:10,-37.83024822,145.0547847,r1r0mn3n3,r1r0mn3,6.693490231,6.829878666
4143,0a5dc782-c06b-4cbc-a26a-172316f0b161,12/15/2023 16:53,-37.82955984,145.0551634,r1r0mn3n3,r1r0mn3,6.693490231,6.829878666
4144,0a5dc782-c06b-4cbc-a26a-172316f0b161,12/22/2023 0:28,-37.82934476,145.0554104,r1r0mn3n3,r1r0mn3,6.693490231,6.829878666
4225,0aa75a1d-a3a6-49c1-8c24-49d01f0720d4,12/30/2023 14:50,-37.83017561,145.0546347,r1r0fdsds,r3gwc6v,8.407470043,703.6359449
4226,0aa75a1d-a3a6-49c1-8c24-49d01f0720d4,12/17/2023 6:09,-37.82889982,145.0562696,r1r0fdsds,r3gwc6v,8.407470043,703.6359449
4227,0aa75a1d-a3a6-49c1-8c24-49d01f0720d4,12/23/2023 14:04,-37.8298982,145.056002,r1r0fdsds,r3gwc6v,8.407470043,703.6359449
4228,0aa75a1d-a3a6-49c1-8c24-49d01f0720d4,12/19/2023 14:23,-37.82974567,145.0551157,r1r0fdsds,r3gwc6v,8.407470043,703.6359449
4534,0ba16962-1812-4ee2-8b05-21ea92eb316e,12/9/2023 10:30,-37.82944074,145.0556405,r1r0s6767,r1prmmp,4.626010744,43.03248668
4535,0ba16962-1812-4ee2-8b05-21ea92eb316e,12/25/2023 14:52,-37.8294627,145.0553214,r1r0s6767,r1prmmp,4.626010744,43.03248668
4536,0ba16962-1812-4ee2-8b05-21ea92eb316e,12/26/2023 6:08,-37.83014302,145.0560653,r1r0s6767,r1prmmp,4.626010744,43.03248668
4537,0ba16962-1812-4ee2-8b05-21ea92eb316e,12/29/2023 6:09,-37.82940597,145.054662,r1r0s6767,r1prmmp,4.626010744,43.03248668
4570,0bb706b0-ed7b-415a-9e89-b703eae00cba,12/12/2023 3:09,-37.82979609,145.0550973,r1r1hjsjs,r1r0s1r,7.998469119,5.00397023
4571,0bb706b0-ed7b-415a-9e89-b703eae00cba,12/21/2023 14:14,-37.82965031,145.0552183,r1r1hjsjs,r1r0s1r,7.998469119,5.00397023
4572,0bb706b0-ed7b-415a-9e89-b703eae00cba,12/16/2023 9:48,-37.83006401,145.0549527,r1r1hjsjs,r1r0s1r,7.998469119,5.00397023
4573,0bb706b0-ed7b-415a-9e89-b703eae00cba,12/30/2023 8:27,-37.82956132,145.0555549,r1r1hjsjs,r1r0s1r,7.998469119,5.00397023
4626,0bd0b682-3a36-4450-bc65-c95f41eb952b,12/14/2023 12:44,-37.76184455,144.9755762,r1r14gfgf,r1r14gf,9.987382243,10.01145166
4627,0bd0b682-3a36-4450-bc65-c95f41eb952b,12/4/2023 17:02,-37.76175462,144.9756225,r1r14gfgf,r1r14gf,9.987382243,10.01145166
4628,0bd0b682-3a36-4450-bc65-c95f41eb952b,12/26/2023 19:38,-37.76167754,144.9756886,r1r14gfgf,r1r14gf,9.987382243,10.01145166
4629,0bd0b682-3a36-4450-bc65-c95f41eb952b,12/17/2023 0:34,-37.76168006,144.9756683,r1r14gfgf,r1r14gf,9.987382243,10.01145166
4630,0bd2ba54-fab2-4d01-9662-da6379348f20,12/19/2023 21:09,-32.608916,115.641886,r1r0f6z6z,r1r0f6z,9.043383268,9.312456523
4631,0bd2ba54-fab2-4d01-9662-da6379348f20,12/4/2023 6:27,-37.67816651,144.8795054,r1r0f6z6z,r1r0f6z,9.043383268,9.312456523
4632,0bd2ba54-fab2-4d01-9662-da6379348f20,12/15/2023 14:08,-33.02660781,151.6057071,r1r0f6z6z,r1r0f6z,9.043383268,9.312456523
4633,0bd2ba54-fab2-4d01-9662-da6379348f20,12/30/2023 9:43,-37.65511118,144.8831639,r1r0f6z6z,r1r0f6z,9.043383268,9.312456523
4762,0c3aa87c-3dd6-4ca7-99e0-b1e68d1c0d0e,12/24/2023 17:04,-37.82292303,145.0974566,r1r0y4646,r1r0y46,4.868977677,4.922211906
4763,0c3aa87c-3dd6-4ca7-99e0-b1e68d1c0d0e,12/9/2023 18:45,-37.82324717,145.1030843,r1r0y4646,r1r0y46,4.868977677,4.922211906
4764,0c3aa87c-3dd6-4ca7-99e0-b1e68d1c0d0e,12/5/2023 17:53,-37.82826564,145.1181083,r1r0y4646,r1r0y46,4.868977677,4.922211906
4765,0c3aa87c-3dd6-4ca7-99e0-b1e68d1c0d0e,12/3/2023 21:53,-37.82365645,145.1115823,r1r0y4646,r1r0y46,4.868977677,4.922211906
4868,0c6839c8-d97c-40ab-a93e-27ed7cab1df6,12/6/2023 14:19,-37.82631021,145.0574904,r1r0v2j2j,r1r0v81,2.468829039,3.254926188
4869,0c6839c8-d97c-40ab-a93e-27ed7cab1df6,12/1/2023 8:34,-37.82633832,145.0574068,r1r0v2j2j,r1r0v81,2.468829039,3.254926188
4870,0c6839c8-d97c-40ab-a93e-27ed7cab1df6,12/27/2023 11:12,-37.82641553,145.0574089,r1r0v2j2j,r1r0v81,2.468829039,3.254926188
4871,0c6839c8-d97c-40ab-a93e-27ed7cab1df6,12/12/2023 1:39,-37.82637065,145.0574342,r1r0v2j2j,r1r0v81,2.468829039,3.254926188
4900,0c8ded77-d6c6-4066-a9d4-ecd23251fa09,12/5/2023 7:23,-37.82625075,145.0573952,r1r0sgcgc,r1r0g7s,3.326897211,5.836891301
4901,0c8ded77-d6c6-4066-a9d4-ecd23251fa09,12/6/2023 2:51,-37.82649251,145.057431,r1r0sgcgc,r1r0g7s,3.326897211,5.836891301
4902,0c8ded77-d6c6-4066-a9d4-ecd23251fa09,12/6/2023 12:24,-37.82627222,145.0574397,r1r0sgcgc,r1r0g7s,3.326897211,5.836891301
4903,0c8ded77-d6c6-4066-a9d4-ecd23251fa09,12/6/2023 20:31,-37.82642375,145.0574709,r1r0sgcgc,r1r0g7s,3.326897211,5.836891301
5069,0d05606e-1eca-4a19-8a47-d0eb15a819da,12/21/2023 13:08,-37.82635731,145.0573503,r1r0e1q1q,r1r0e1q,7.94747823,7.989286194
5070,0d05606e-1eca-4a19-8a47-d0eb15a819da,12/8/2023 2:57,-37.82651941,145.0574667,r1r0e1q1q,r1r0e1q,7.94747823,7.989286194
