,maid,datetimestamp,latitude,longitude,homegeohash9,workgeohash,Home_Distance,Work_Distance
8394,153ec61a-ff49-4f20-b517-e00fbd220485,12/19/2023 12:28,-37.77502,144.98116,r1r0sh1h1,r1r0sh1,4.374387939,4.580543305
8395,153ec61a-ff49-4f20-b517-e00fbd220485,12/14/2023 20:35,-37.83695,145.21752,r1r0sh1h1,r1r0sh1,4.374387939,4.580543305
8396,153ec61a-ff49-4f20-b517-e00fbd220485,12/3/2023 11:29,-37.77502,144.98124,r1r0sh1h1,r1r0sh1,4.374387939,4.580543305
8497,15978eeb-ec61-4c3b-889c-6edbfb2cb4c1,12/21/2023 1:25,-37.8117,145.10063,r1r0fgcgc,r1r0fgc,7.904958012,7.57032453
8498,15978eeb-ec61-4c3b-889c-6edbfb2cb4c1,12/26/2023 5:46,-37.81168,145.10058,r1r0fgcgc,r1r0fgc,7.904958012,7.57032453
8499,15978eeb-ec61-4c3b-889c-6edbfb2cb4c1,12/19/2023 9:10,-37.81179,145.1006,r1r0fgcgc,r1r0fgc,7.904958012,7.57032453
8500,15978eeb-ec61-4c3b-889c-6edbfb2cb4c1,12/30/2023 12:40,-37.81169,145.10062,r1r0fgcgc,r1r0fgc,7.904958012,7.57032453
8601,15cdd330-b3c0-4517-9024-77e0472c5f1d,12/23/2023 23:15,-33.85861,151.11075,r1r0fv3v3,r3grqs5,8.142029249,701.6218611
8602,15cdd330-b3c0-4517-9024-77e0472c5f1d,12/8/2023 14:29,-33.91672,151.2258,r1r0fv3v3,r3grqs5,8.142029249,701.6218611
8603,15cdd330-b3c0-4517-9024-77e0472c5f1d,12/23/2023 21:36,-33.87346,151.09645,r1r0fv3v3,r3grqs5,8.142029249,701.6218611
8604,15cdd330-b3c0-4517-9024-77e0472c5f1d,12/4/2023 4:21,-33.84598,151.10156,r1r0fv3v3,r3grqs5,8.142029249,701.6218611
8665,15f9d288-0f98-45b3-a60f-d6557e901d62,12/30/2023 4:49,-37.91160556,144.7838082,r1r0vkqkq,r1r0vkq,3.092848282,3.080705017
8666,15f9d288-0f98-45b3-a60f-d6557e901d62,12/6/2023 21:34,-37.89806216,144.7699628,r1r0vkqkq,r1r0vkq,3.092848282,3.080705017
8667,15f9d288-0f98-45b3-a60f-d6557e901d62,12/15/2023 17:34,-37.87603482,144.6818415,r1r0vkqkq,r1r0vkq,3.092848282,3.080705017
8668,15f9d288-0f98-45b3-a60f-d6557e901d62,12/17/2023 21:52,-37.87607113,144.6816814,r1r0vkqkq,r1r0vkq,3.092848282,3.080705017
8773,1633f9b0-b0b4-43e6-8d70-255800646ec1,12/22/2023 2:16,-37.8339,144.99188,r1r0g2e2e,r1r0g2v,5.652213668,5.736476495
8774,1633f9b0-b0b4-43e6-8d70-255800646ec1,12/9/2023 8:52,-37.83397,144.99506,r1r0g2e2e,r1r0g2v,5.652213668,5.736476495
8775,1633f9b0-b0b4-43e6-8d70-255800646ec1,12/29/2023 12:54,-33.76493,151.00718,r1r0g2e2e,r1r0g2v,5.652213668,5.736476495
8776,1633f9b0-b0b4-43e6-8d70-255800646ec1,12/11/2023 16:55,-37.83394,144.9951,r1r0g2e2e,r1r0g2v,5.652213668,5.736476495
8797,1648df06-5f18-46fe-ad71-3a0dc606ed24,12/10/2023 11:35,-37.77376,145.03125,r1r1jh7h7,r1r1h78,6.845633403,6.999107777
8798,1648df06-5f18-46fe-ad71-3a0dc606ed24,12/3/2023 13:29,-37.76918,145.00228,r1r1jh7h7,r1r1h78,6.845633403,6.999107777
8799,1648df06-5f18-46fe-ad71-3a0dc606ed24,12/6/2023 8:29,-37.66708,144.93413,r1r1jh7h7,r1r1h78,6.845633403,6.999107777
8800,1648df06-5f18-46fe-ad71-3a0dc606ed24,12/8/2023 10:49,-37.77377,145.03105,r1r1jh7h7,r1r1h78,6.845633403,6.999107777
8837,165ccad7-a511-427f-bea4-ea6410f41a8f,12/28/2023 17:39,-38.13592,145.8557,r1r0g6d6d,r1qbs03,5.806347488,34.28868548
8838,165ccad7-a511-427f-bea4-ea6410f41a8f,12/4/2023 20:15,-38.13596,145.85576,r1r0g6d6d,r1qbs03,5.806347488,34.28868548
8839,165ccad7-a511-427f-bea4-ea6410f41a8f,12/13/2023 21:34,-37.78532,144.96133,r1r0g6d6d,r1qbs03,5.806347488,34.28868548
8840,165ccad7-a511-427f-bea4-ea6410f41a8f,12/26/2023 22:29,-38.13596,145.85577,r1r0g6d6d,r1qbs03,5.806347488,34.28868548
8857,166fbb22-5a21-4396-8586-f7709c1d8b8a,12/1/2023 17:24,-37.84139,145.15375,r1r0gn1n1,r1r0x7z,7.496263033,10.61953848
8858,166fbb22-5a21-4396-8586-f7709c1d8b8a,12/13/2023 2:56,-37.80356,144.97766,r1r0gn1n1,r1r0x7z,7.496263033,10.61953848
8859,166fbb22-5a21-4396-8586-f7709c1d8b8a,12/6/2023 17:38,-37.8413,145.1537,r1r0gn1n1,r1r0x7z,7.496263033,10.61953848
8860,166fbb22-5a21-4396-8586-f7709c1d8b8a,12/8/2023 1:36,-37.84131,145.15377,r1r0gn1n1,r1r0x7z,7.496263033,10.61953848
8949,16b1fdaf-12c9-62f2-2314-da7964da41e4,12/16/2023 8:28,-37.8555,145.03211,r1r0y3x3x,r1r5f5s,6.446705128,60.86459441
8950,16b1fdaf-12c9-62f2-2314-da7964da41e4,12/22/2023 11:13,-37.74867,145.18632,r1r0y3x3x,r1r5f5s,6.446705128,60.86459441
8951,16b1fdaf-12c9-62f2-2314-da7964da41e4,12/31/2023 16:48,-37.85581,145.03176,r1r0y3x3x,r1r5f5s,6.446705128,60.86459441
8952,16b1fdaf-12c9-62f2-2314-da7964da41e4,12/1/2023 8:21,-37.72915,145.2211,r1r0y3x3x,r1r5f5s,6.446705128,60.86459441
8993,16d9399b-3810-4eb9-a262-047732bca874,12/25/2023 9:30,-33.82228,151.20352,r1r0grkrk,r1q614r,6.67428337,109.909577
8994,16d9399b-3810-4eb9-a262-047732bca874,12/6/2023 6:19,-33.82214,151.20338,r1r0grkrk,r1q614r,6.67428337,109.909577
8995,16d9399b-3810-4eb9-a262-047732bca874,12/7/2023 2:13,-37.61613,143.59671,r1r0grkrk,r1q614r,6.67428337,109.909577
8996,16d9399b-3810-4eb9-a262-047732bca874,12/3/2023 9:50,-33.82217,151.20334,r1r0grkrk,r1q614r,6.67428337,109.909577
9093,17265678-49ef-49f8-b20d-5412250ed3ba,12/3/2023 7:15,-37.90645,145.07531,r1r1jvfvf,r1r1jvf,8.658605588,8.686260193
9094,17265678-49ef-49f8-b20d-5412250ed3ba,12/31/2023 6:05,-37.82394,145.08367,r1r1jvfvf,r1r1jvf,8.658605588,8.686260193
9095,17265678-49ef-49f8-b20d-5412250ed3ba,12/5/2023 9:20,-37.90546,145.07736,r1r1jvfvf,r1r1jvf,8.658605588,8.686260193
9096,17265678-49ef-49f8-b20d-5412250ed3ba,12/15/2023 14:52,-37.90294,145.08631,r1r1jvfvf,r1r1jvf,8.658605588,8.686260193
9105,172dce2b-2d90-4ac2-9f9c-ea0576ab2a88,12/7/2023 2:59,-37.88682,145.08407,r1r0tb6b6,r1r0tb6,6.794270331,6.833502782
9106,172dce2b-2d90-4ac2-9f9c-ea0576ab2a88,12/31/2023 11:22,-37.88686,145.08941,r1r0tb6b6,r1r0tb6,6.794270331,6.833502782
9107,172dce2b-2d90-4ac2-9f9c-ea0576ab2a88,12/13/2023 9:12,-37.88681,145.08418,r1r0tb6b6,r1r0tb6,6.794270331,6.833502782
9108,172dce2b-2d90-4ac2-9f9c-ea0576ab2a88,12/24/2023 22:40,-37.87939,145.09938,r1r0tb6b6,r1r0tb6,6.794270331,6.833502782
9221,1773247b-c633-430c-bbc9-f178216a16c7,12/4/2023 15:27,-37.7975,145.16423,r1r0t4n4n,r1r0t4n,4.663670528,4.664929185
9222,1773247b-c633-430c-bbc9-f178216a16c7,12/15/2023 15:19,-37.76813,145.1827,r1r0t4n4n,r1r0t4n,4.663670528,4.664929185
9223,1773247b-c633-430c-bbc9-f178216a16c7,12/14/2023 10:04,-37.79327,145.10108,r1r0t4n4n,r1r0t4n,4.663670528,4.664929185
9224,1773247b-c633-430c-bbc9-f178216a16c7,12/3/2023 15:51,-37.78551,145.1001,r1r0t4n4n,r1r0t4n,4.663670528,4.664929185
9229,177948cb-2dfc-4fd2-9415-454010919028,12/17/2023 23:49,-37.8071,144.95275,r1r0fmrmr,r1r0fmr,9.336959086,9.505996999
9230,177948cb-2dfc-4fd2-9415-454010919028,12/18/2023 5:00,-37.80844,144.9604,r1r0fmrmr,r1r0fmr,9.336959086,9.505996999
9231,177948cb-2dfc-4fd2-9415-454010919028,12/3/2023 18:37,-37.80699,144.95275,r1r0fmrmr,r1r0fmr,9.336959086,9.505996999
9232,177948cb-2dfc-4fd2-9415-454010919028,12/15/2023 18:06,-37.80696,144.95275,r1r0fmrmr,r1r0fmr,9.336959086,9.505996999
9277,178bffb2-c5cc-4032-b3c9-f71ca61de346,12/13/2023 5:21,-37.85541,145.1412,r1r0wu8u8,r1r0wu8,8.07808904,8.164506464
9278,178bffb2-c5cc-4032-b3c9-f71ca61de346,12/5/2023 20:31,-37.85551,145.14127,r1r0wu8u8,r1r0wu8,8.07808904,8.164506464
9279,178bffb2-c5cc-4032-b3c9-f71ca61de346,12/23/2023 13:25,-27.45915,151.95955,r1r0wu8u8,r1r0wu8,8.07808904,8.164506464
9280,178bffb2-c5cc-4032-b3c9-f71ca61de346,12/22/2023 10:40,-27.45236,151.95784,r1r0wu8u8,r1r0wu8,8.07808904,8.164506464
9293,179530ab-c7b6-43bf-8f6c-61744b848ee8,12/31/2023 1:05,-37.83422,145.08421,r1r0tucuc,r1nwh1d,4.679723246,83.64086222
9294,179530ab-c7b6-43bf-8f6c-61744b848ee8,12/22/2023 13:06,-37.83428,145.08424,r1r0tucuc,r1nwh1d,4.679723246,83.64086222
9295,179530ab-c7b6-43bf-8f6c-61744b848ee8,12/5/2023 10:01,-37.83583,145.09655,r1r0tucuc,r1nwh1d,4.679723246,83.64086222
9296,179530ab-c7b6-43bf-8f6c-61744b848ee8,12/16/2023 14:42,-37.83577,145.09651,r1r0tucuc,r1nwh1d,4.679723246,83.64086222
9329,17a819b4-267d-4226-8085-e50d9a748f1b,12/2/2023 16:32,-37.8674,145.27948,r1r1nnmnm,r1r2388,9.563747656,20.58212163
9330,17a819b4-267d-4226-8085-e50d9a748f1b,12/6/2023 0:40,-37.86994,145.2789,r1r1nnmnm,r1r2388,9.563747656,20.58212163
9331,17a819b4-267d-4226-8085-e50d9a748f1b,12/2/2023 4:09,-37.86748,145.27942,r1r1nnmnm,r1r2388,9.563747656,20.58212163
9332,17a819b4-267d-4226-8085-e50d9a748f1b,12/10/2023 14:08,-37.86742,145.27931,r1r1nnmnm,r1r2388,9.563747656,20.58212163
9445,17ed42c5-cd08-4001-80b9-72df5ef82028,12/4/2023 22:04,-37.88114,145.09971,r1r0ws6s6,r1r0ws4,7.450208365,7.37369934
9446,17ed42c5-cd08-4001-80b9-72df5ef82028,12/9/2023 1:49,-37.84612,144.98814,r1r0ws6s6,r1r0ws4,7.450208365,7.37369934
9447,17ed42c5-cd08-4001-80b9-72df5ef82028,12/10/2023 17:25,-37.84774,144.9821,r1r0ws6s6,r1r0ws4,7.450208365,7.37369934
9448,17ed42c5-cd08-4001-80b9-72df5ef82028,12/8/2023 1:25,-37.82597,144.99802,r1r0ws6s6,r1r0ws4,7.450208365,7.37369934
9509,1825e9ad-47a6-4a84-b0aa-7e62d5d309e6,12/7/2023 16:24,-37.82387,144.96116,r1r0fdmdm,r1r0fdm,8.271828542,8.440639201
9510,1825e9ad-47a6-4a84-b0aa-7e62d5d309e6,12/18/2023 17:51,-37.82384,144.9611,r1r0fdmdm,r1r0fdm,8.271828542,8.440639201
9511,1825e9ad-47a6-4a84-b0aa-7e62d5d309e6,12/21/2023 22:34,-37.82383,144.96122,r1r0fdmdm,r1r0fdm,8.271828542,8.440639201
9512,1825e9ad-47a6-4a84-b0aa-7e62d5d309e6,12/27/2023 6:53,-37.82382,144.96116,r1r0fdmdm,r1r0fdm,8.271828542,8.440639201
9529,182dfe14-4812-411c-88e6-220330d95d86,12/23/2023 18:35,-38.15228,144.33693,r1r0fs4s4,r1nwuw8,8.788225654,72.09847515
9530,182dfe14-4812-411c-88e6-220330d95d86,12/6/2023 16:38,-38.15222,144.33695,r1r0fs4s4,r1nwuw8,8.788225654,72.09847515
9531,182dfe14-4812-411c-88e6-220330d95d86,12/16/2023 9:12,-38.1523,144.33699,r1r0fs4s4,r1nwuw8,8.788225654,72.09847515
9532,182dfe14-4812-411c-88e6-220330d95d86,12/3/2023 14:31,-38.15223,144.33697,r1r0fs4s4,r1nwuw8,8.788225654,72.09847515
9715,18924ffe-cb26-4c2d-a358-01ee790963cb,12/17/2023 14:10,-37.90354121,145.0162565,r1r07gvgv,r1r07gv,8.880622798,8.411207818
9716,18924ffe-cb26-4c2d-a358-01ee790963cb,12/3/2023 4:31,-37.90363746,145.0160427,r1r07gvgv,r1r07gv,8.880622798,8.411207818
9717,18924ffe-cb26-4c2d-a358-01ee790963cb,12/21/2023 17:35,-37.9036033,145.0160684,r1r07gvgv,r1r07gv,8.880622798,8.411207818
9718,18924ffe-cb26-4c2d-a358-01ee790963cb,12/16/2023 2:53,-37.90363542,145.0160736,r1r07gvgv,r1r07gv,8.880622798,8.411207818
9743,18b00572-1f92-4aa9-a293-fbdb702191ce,12/28/2023 6:17,-37.74460512,144.815076,r1r0y5050,r1r0y50,4.702206235,4.922211906
9744,18b00572-1f92-4aa9-a293-fbdb702191ce,12/25/2023 21:26,-37.7446675,144.8150804,r1r0y5050,r1r0y50,4.702206235,4.922211906
9745,18b00572-1f92-4aa9-a293-fbdb702191ce,12/17/2023 14:01,-37.74466561,144.8149527,r1r0y5050,r1r0y50,4.702206235,4.922211906
9746,18b00572-1f92-4aa9-a293-fbdb702191ce,12/31/2023 0:48,-37.74463138,144.8149223,r1r0y5050,r1r0y50,4.702206235,4.922211906
9783,18bf9970-2112-4cb7-8e59-98393904dc9a,12/21/2023 19:07,-37.78114,144.99704,r1r159b9b,r1r1hj0,7.213462268,8.346503896
9784,18bf9970-2112-4cb7-8e59-98393904dc9a,12/21/2023 7:10,-37.78317,144.99836,r1r159b9b,r1r1hj0,7.213462268,8.346503896
9785,18bf9970-2112-4cb7-8e59-98393904dc9a,12/16/2023 8:26,-37.78288,145.03578,r1r159b9b,r1r1hj0,7.213462268,8.346503896
9786,18bf9970-2112-4cb7-8e59-98393904dc9a,12/11/2023 10:23,-37.78345,144.99824,r1r159b9b,r1r1hj0,7.213462268,8.346503896
9795,18c25cde-4f5c-408a-8464-a0d7322b2f27,12/4/2023 9:18,-37.78022,144.99271,r1r0e7171,r1r0e71,6.993919848,6.65266264
9796,18c25cde-4f5c-408a-8464-a0d7322b2f27,12/24/2023 9:43,-38.29412,144.98943,r1r0e7171,r1r0e71,6.993919848,6.65266264
9797,18c25cde-4f5c-408a-8464-a0d7322b2f27,12/6/2023 5:28,-37.72587,144.99494,r1r0e7171,r1r0e71,6.993919848,6.65266264
9798,18c25cde-4f5c-408a-8464-a0d7322b2f27,12/16/2023 12:33,-37.82555,144.94392,r1r0e7171,r1r0e71,6.993919848,6.65266264
9879,190a2ccf-b6b7-47d7-a41d-6fb3e6afa0c2,12/28/2023 15:36,-37.85574,144.99296,r1r0v0707,r1r0v07,1.265532584,1.290176509
9880,190a2ccf-b6b7-47d7-a41d-6fb3e6afa0c2,12/21/2023 4:48,-37.70433,144.73647,r1r0v0707,r1r0v07,1.265532584,1.290176509
9881,190a2ccf-b6b7-47d7-a41d-6fb3e6afa0c2,12/16/2023 22:49,-37.8369,144.97163,r1r0v0707,r1r0v07,1.265532584,1.290176509
9882,190a2ccf-b6b7-47d7-a41d-6fb3e6afa0c2,12/12/2023 20:05,-37.70448,144.73645,r1r0v0707,r1r0v07,1.265532584,1.290176509
9895,19133679-2d8c-451f-9e09-e5bbdff8c1d1,12/30/2023 16:00,-38.17044443,144.3312512,r1r0fb9b9,r1r0f7m,7.762923805,9.312456523
9896,19133679-2d8c-451f-9e09-e5bbdff8c1d1,12/2/2023 6:26,-38.17045052,144.3312448,r1r0fb9b9,r1r0f7m,7.762923805,9.312456523
9897,19133679-2d8c-451f-9e09-e5bbdff8c1d1,12/29/2023 2:06,-38.17047747,144.3312554,r1r0fb9b9,r1r0f7m,7.762923805,9.312456523
9898,19133679-2d8c-451f-9e09-e5bbdff8c1d1,12/22/2023 23:01,-38.17563138,144.3293043,r1r0fb9b9,r1r0f7m,7.762923805,9.312456523
9899,1914385c-f69c-4267-aa7b-bed5b89d21bc,12/19/2023 11:25,-37.85264,145.0821,r1r0t7r7r,r1r0t7r,4.460180285,4.007927051
9900,1914385c-f69c-4267-aa7b-bed5b89d21bc,12/18/2023 19:44,-38.05293822,145.4000046,r1r0t7r7r,r1r0t7r,4.460180285,4.007927051
9901,1914385c-f69c-4267-aa7b-bed5b89d21bc,12/5/2023 18:49,-38.05302847,145.4000231,r1r0t7r7r,r1r0t7r,4.460180285,4.007927051
9902,1914385c-f69c-4267-aa7b-bed5b89d21bc,12/2/2023 10:08,-37.8619,145.0853,r1r0t7r7r,r1r0t7r,4.460180285,4.007927051
